"District","School","Subject","Year","Proficiency"
"Onslow County Schools","Jacksonville Commons Middle","Math Grade 3-8","2018%",42.1
"Onslow County Schools","Jacksonville Commons Middle","Math Grade 3-8","2019%",50
"Onslow County Schools","Jacksonville Commons Middle","Math Grade 3-8","2022%",41
"Onslow County Schools","Jacksonville Commons Middle","Math Grade 3-8","2023%",35.4
"Onslow County Schools","Jacksonville Commons Middle","Science Grade 5&8","2018%",79.4
"Onslow County Schools","Jacksonville Commons Middle","Science Grade 5&8","2019%",75.8
"Onslow County Schools","Jacksonville Commons Middle","Science Grade 5&8","2022%",77.4
"Onslow County Schools","Jacksonville Commons Middle","Science Grade 5&8","2023%",64
"Onslow County Schools","Meadow View Elementary","Reading Grade 3-8","2018%",52.7
"Onslow County Schools","Meadow View Elementary","Reading Grade 3-8","2019%",45.3
"Onslow County Schools","Meadow View Elementary","Reading Grade 3-8","2022%",32.6
"Onslow County Schools","Meadow View Elementary","Reading Grade 3-8","2023%",38.6
"Onslow County Schools","Meadow View Elementary","Math Grade 3-8","2018%",52.6
"Onslow County Schools","Meadow View Elementary","Math Grade 3-8","2019%",54.4
"Onslow County Schools","Meadow View Elementary","Math Grade 3-8","2022%",39.8
"Onslow County Schools","Meadow View Elementary","Math Grade 3-8","2023%",39.5
"Onslow County Schools","Meadow View Elementary","Science Grade 5&8","2018%",59.1
"Onslow County Schools","Meadow View Elementary","Science Grade 5&8","2019%",68
"Onslow County Schools","Meadow View Elementary","Science Grade 5&8","2022%",47.6
"Onslow County Schools","Meadow View Elementary","Science Grade 5&8","2023%",52.9
"Onslow County Schools","Morton Elementary","Reading Grade 3-8","2018%",48.7
"Onslow County Schools","Morton Elementary","Reading Grade 3-8","2019%",52.5
"Onslow County Schools","Morton Elementary","Reading Grade 3-8","2022%",48.8
"Onslow County Schools","Morton Elementary","Reading Grade 3-8","2023%",60.1
"Onslow County Schools","Morton Elementary","Math Grade 3-8","2018%",50.3
"Onslow County Schools","Morton Elementary","Math Grade 3-8","2019%",56.6
"Onslow County Schools","Morton Elementary","Math Grade 3-8","2022%",60.3
"Onslow County Schools","Morton Elementary","Math Grade 3-8","2023%",68
"Onslow County Schools","Morton Elementary","Science Grade 5&8","2018%",57.1
"Onslow County Schools","Morton Elementary","Science Grade 5&8","2019%",79.8
"Onslow County Schools","Morton Elementary","Science Grade 5&8","2022%",72.5
"Onslow County Schools","Morton Elementary","Science Grade 5&8","2023%",80.4
"Onslow County Schools","New Bridge Middle","Reading Grade 3-8","2018%",68.6
"Onslow County Schools","New Bridge Middle","Reading Grade 3-8","2019%",71.3
"Onslow County Schools","New Bridge Middle","Reading Grade 3-8","2022%",61.6
"Onslow County Schools","New Bridge Middle","Reading Grade 3-8","2023%",66
"Onslow County Schools","New Bridge Middle","Math Grade 3-8","2018%",53
"Onslow County Schools","New Bridge Middle","Math Grade 3-8","2019%",65.5
"Onslow County Schools","New Bridge Middle","Math Grade 3-8","2022%",61.6
"Onslow County Schools","New Bridge Middle","Math Grade 3-8","2023%",64.5
"Onslow County Schools","New Bridge Middle","Science Grade 5&8","2018%",91.1
"Onslow County Schools","New Bridge Middle","Science Grade 5&8","2019%",91.4
"Onslow County Schools","New Bridge Middle","Science Grade 5&8","2022%",80.8
"Onslow County Schools","New Bridge Middle","Science Grade 5&8","2023%",84.3
"Onslow County Schools","Northwoods Elementary","Reading Grade 3-8","2018%",49.1
"Onslow County Schools","Northwoods Elementary","Reading Grade 3-8","2019%",45.7
"Onslow County Schools","Northwoods Elementary","Reading Grade 3-8","2022%",34.1
"Onslow County Schools","Northwoods Elementary","Reading Grade 3-8","2023%",43.6
"Onslow County Schools","Northwoods Elementary","Math Grade 3-8","2018%",47.2
"Onslow County Schools","Northwoods Elementary","Math Grade 3-8","2019%",47.4
"Onslow County Schools","Northwoods Elementary","Math Grade 3-8","2022%",34.1
"Onslow County Schools","Northwoods Elementary","Math Grade 3-8","2023%",46.9
"Onslow County Schools","Northwoods Elementary","Science Grade 5&8","2018%",61.7
"Onslow County Schools","Northwoods Elementary","Science Grade 5&8","2019%",60
"Onslow County Schools","Northwoods Elementary","Science Grade 5&8","2022%",61.3
"Onslow County Schools","Northwoods Elementary","Science Grade 5&8","2023%",59.7
"Onslow County Schools","Northside High","Biology","2018%",67.9
"Onslow County Schools","Northside High","Biology","2019%",64.7
"Onslow County Schools","Northside High","Biology","2022%",46.3
"Onslow County Schools","Northside High","Biology","2023%",55
"Onslow County Schools","Northside High","English II","2018%",61.7
"Onslow County Schools","Northside High","English II","2019%",41.9
"Onslow County Schools","Northside High","English II","2022%",51.4
"Onslow County Schools","Northside High","English II","2023%",53.9
"Onslow County Schools","Queens Creek Elementary","Reading Grade 3-8","2018%",66.2
"Onslow County Schools","Queens Creek Elementary","Reading Grade 3-8","2019%",69.5
"Onslow County Schools","Queens Creek Elementary","Reading Grade 3-8","2022%",54.4
"Onslow County Schools","Queens Creek Elementary","Reading Grade 3-8","2023%",52.8
"Onslow County Schools","Queens Creek Elementary","Math Grade 3-8","2018%",69.9
"Onslow County Schools","Queens Creek Elementary","Math Grade 3-8","2019%",67.8
"Onslow County Schools","Queens Creek Elementary","Math Grade 3-8","2022%",54.3
"Onslow County Schools","Queens Creek Elementary","Math Grade 3-8","2023%",54.6
"Onslow County Schools","Queens Creek Elementary","Science Grade 5&8","2018%",83.5
"Onslow County Schools","Queens Creek Elementary","Science Grade 5&8","2019%",88.4
"Onslow County Schools","Queens Creek Elementary","Science Grade 5&8","2022%",70.8
"Onslow County Schools","Queens Creek Elementary","Science Grade 5&8","2023%",68.5
"Onslow County Schools","Northwoods Park Middle","Reading Grade 3-8","2018%",60.2
"Onslow County Schools","Northwoods Park Middle","Reading Grade 3-8","2019%",57.4
"Onslow County Schools","Northwoods Park Middle","Reading Grade 3-8","2022%",42.6
"Onslow County Schools","Northwoods Park Middle","Reading Grade 3-8","2023%",49.6
"Onslow County Schools","Northwoods Park Middle","Math Grade 3-8","2018%",36.8
"Onslow County Schools","Northwoods Park Middle","Math Grade 3-8","2019%",47.2
"Onslow County Schools","Northwoods Park Middle","Math Grade 3-8","2022%",32.5
"Onslow County Schools","Northwoods Park Middle","Math Grade 3-8","2023%",40.9
"Onslow County Schools","Northwoods Park Middle","Science Grade 5&8","2018%",77.5
"Onslow County Schools","Northwoods Park Middle","Science Grade 5&8","2019%",79.6
"Onslow County Schools","Northwoods Park Middle","Science Grade 5&8","2022%",71.9
"Onslow County Schools","Northwoods Park Middle","Science Grade 5&8","2023%",71.1
"Onslow County Schools","Parkwood Elementary","Reading Grade 3-8","2018%",61
"Onslow County Schools","Parkwood Elementary","Reading Grade 3-8","2019%",64.2
"Onslow County Schools","Parkwood Elementary","Reading Grade 3-8","2022%",47.3
"Onslow County Schools","Parkwood Elementary","Reading Grade 3-8","2023%",51.9
"Onslow County Schools","Parkwood Elementary","Math Grade 3-8","2018%",65.5
"Onslow County Schools","Parkwood Elementary","Math Grade 3-8","2019%",66.4
"Onslow County Schools","Parkwood Elementary","Math Grade 3-8","2022%",63.3
"Onslow County Schools","Parkwood Elementary","Math Grade 3-8","2023%",67.3
"Onslow County Schools","Parkwood Elementary","Science Grade 5&8","2018%",76
"Onslow County Schools","Parkwood Elementary","Science Grade 5&8","2019%",82.1
"Onslow County Schools","Parkwood Elementary","Science Grade 5&8","2022%",84.2
"Onslow County Schools","Parkwood Elementary","Science Grade 5&8","2023%",77.6
"Onslow County Schools","Richlands Elementary","Reading Grade 3-8","2018%",54.9
"Onslow County Schools","Richlands Elementary","Reading Grade 3-8","2019%",45.8
"Onslow County Schools","Richlands Elementary","Reading Grade 3-8","2022%",41.8
"Onslow County Schools","Richlands Elementary","Reading Grade 3-8","2023%",49.5
"Onslow County Schools","Richlands Elementary","Math Grade 3-8","2018%",56
"Onslow County Schools","Richlands Elementary","Math Grade 3-8","2019%",53.2
"Onslow County Schools","Richlands Elementary","Math Grade 3-8","2022%",50.7
"Onslow County Schools","Richlands Elementary","Math Grade 3-8","2023%",58.7
"Onslow County Schools","Richlands Elementary","Science Grade 5&8","2018%",61.7
"Onslow County Schools","Richlands Elementary","Science Grade 5&8","2019%",72.4
"Onslow County Schools","Richlands Elementary","Science Grade 5&8","2022%",46.5
"Onslow County Schools","Richlands Elementary","Science Grade 5&8","2023%",65.1
"Onslow County Schools","Richlands High","Biology","2018%",63.5
"Onslow County Schools","Richlands High","Biology","2019%",72.1
"Onslow County Schools","Richlands High","Biology","2022%",47.6
"Onslow County Schools","Richlands High","Biology","2023%",49.8
"Onslow County Schools","Richlands High","English II","2018%",62.7
"Onslow County Schools","Richlands High","English II","2019%",57.1
"Onslow County Schools","Richlands High","English II","2022%",48.8
"Onslow County Schools","Richlands High","English II","2023%",56.9
"Onslow County Schools","Sand Ridge Elementary","Reading Grade 3-8","2018%",50
"Onslow County Schools","Sand Ridge Elementary","Reading Grade 3-8","2019%",60.4
"Onslow County Schools","Sand Ridge Elementary","Reading Grade 3-8","2022%",48.6
"Onslow County Schools","Sand Ridge Elementary","Reading Grade 3-8","2023%",51.9
"Onslow County Schools","Sand Ridge Elementary","Math Grade 3-8","2018%",53.6
"Onslow County Schools","Sand Ridge Elementary","Math Grade 3-8","2019%",61.1
"Onslow County Schools","Sand Ridge Elementary","Math Grade 3-8","2022%",52.5
"Onslow County Schools","Sand Ridge Elementary","Math Grade 3-8","2023%",59.8
"Onslow County Schools","Sand Ridge Elementary","Science Grade 5&8","2018%",41.5
"Onslow County Schools","Sand Ridge Elementary","Science Grade 5&8","2019%",82.6
"Onslow County Schools","Sand Ridge Elementary","Science Grade 5&8","2022%",68.3
"Onslow County Schools","Sand Ridge Elementary","Science Grade 5&8","2023%",63.5
"Onslow County Schools","Silverdale Elementary","Reading Grade 3-8","2018%",50
"Onslow County Schools","Silverdale Elementary","Reading Grade 3-8","2019%",59.3
"Onslow County Schools","Silverdale Elementary","Reading Grade 3-8","2022%",43.8
"Onslow County Schools","Silverdale Elementary","Reading Grade 3-8","2023%",48
"Onslow County Schools","Silverdale Elementary","Math Grade 3-8","2018%",56.3
"Onslow County Schools","Silverdale Elementary","Math Grade 3-8","2019%",59.3
"Onslow County Schools","Silverdale Elementary","Math Grade 3-8","2022%",39.3
"Onslow County Schools","Silverdale Elementary","Math Grade 3-8","2023%",44.7
"Onslow County Schools","Silverdale Elementary","Science Grade 5&8","2018%",64.8
"Onslow County Schools","Silverdale Elementary","Science Grade 5&8","2019%",82.4
"Onslow County Schools","Silverdale Elementary","Science Grade 5&8","2022%",65
"Onslow County Schools","Silverdale Elementary","Science Grade 5&8","2023%",58.3
"Onslow County Schools","Southwest Elementary","Reading Grade 3-8","2018%",58.1
"Onslow County Schools","Southwest Elementary","Reading Grade 3-8","2019%",51.3
"Onslow County Schools","Southwest Elementary","Reading Grade 3-8","2022%",41.8
"Onslow County Schools","Southwest Elementary","Reading Grade 3-8","2023%",44.8
"Onslow County Schools","Southwest Elementary","Math Grade 3-8","2018%",60.8
"Onslow County Schools","Southwest Elementary","Math Grade 3-8","2019%",58
"Onslow County Schools","Southwest Elementary","Math Grade 3-8","2022%",47.4
"Onslow County Schools","Southwest Elementary","Math Grade 3-8","2023%",52.3
"Onslow County Schools","Southwest Elementary","Science Grade 5&8","2018%",73.8
"Onslow County Schools","Southwest Elementary","Science Grade 5&8","2019%",65.8
"Onslow County Schools","Southwest Elementary","Science Grade 5&8","2022%",61.1
"Onslow County Schools","Southwest Elementary","Science Grade 5&8","2023%",55.5
"Onslow County Schools","Southwest High","Biology","2018%",59.9
"Onslow County Schools","Southwest High","Biology","2019%",51.7
"Onslow County Schools","Southwest High","Biology","2022%",47.2
"Onslow County Schools","Southwest High","Biology","2023%",38
"Onslow County Schools","Southwest High","English II","2018%",50.8
"Onslow County Schools","Southwest High","English II","2019%",45.6
"Onslow County Schools","Southwest High","English II","2022%",47.4
"Onslow County Schools","Southwest High","English II","2023%",40.6
"Onslow County Schools","Southwest Middle","Reading Grade 3-8","2018%",52.9
"Onslow County Schools","Southwest Middle","Reading Grade 3-8","2019%",53.5
"Onslow County Schools","Southwest Middle","Reading Grade 3-8","2022%",44.6
"Onslow County Schools","Southwest Middle","Reading Grade 3-8","2023%",43.4
"Onslow County Schools","Southwest Middle","Math Grade 3-8","2018%",38.1
"Onslow County Schools","Southwest Middle","Math Grade 3-8","2019%",44
"Onslow County Schools","Southwest Middle","Math Grade 3-8","2022%",29.5
"Onslow County Schools","Southwest Middle","Math Grade 3-8","2023%",29.9
"Onslow County Schools","Southwest Middle","Science Grade 5&8","2018%",68.9
"Onslow County Schools","Southwest Middle","Science Grade 5&8","2019%",73.8
"Onslow County Schools","Southwest Middle","Science Grade 5&8","2022%",65.9
"Onslow County Schools","Southwest Middle","Science Grade 5&8","2023%",71.8
"Onslow County Schools","Summersill Elementary","Reading Grade 3-8","2018%",60.7
"Onslow County Schools","Summersill Elementary","Reading Grade 3-8","2019%",56.3
"Onslow County Schools","Summersill Elementary","Reading Grade 3-8","2022%",42.9
"Onslow County Schools","Summersill Elementary","Reading Grade 3-8","2023%",42.4
"Onslow County Schools","Summersill Elementary","Math Grade 3-8","2018%",66.4
"Onslow County Schools","Summersill Elementary","Math Grade 3-8","2019%",59.3
"Onslow County Schools","Summersill Elementary","Math Grade 3-8","2022%",49.6
"Onslow County Schools","Summersill Elementary","Math Grade 3-8","2023%",53.1
"Onslow County Schools","Summersill Elementary","Science Grade 5&8","2018%",78.7
"Onslow County Schools","Summersill Elementary","Science Grade 5&8","2019%",78.7
"Onslow County Schools","Summersill Elementary","Science Grade 5&8","2022%",69.7
"Onslow County Schools","Summersill Elementary","Science Grade 5&8","2023%",59.2
"Onslow County Schools","Stateside Elementary","Reading Grade 3-8","2018%",50.8
"Onslow County Schools","Stateside Elementary","Reading Grade 3-8","2019%",54.9
"Onslow County Schools","Stateside Elementary","Reading Grade 3-8","2022%",43.1
"Onslow County Schools","Stateside Elementary","Reading Grade 3-8","2023%",38.1
"Onslow County Schools","Stateside Elementary","Math Grade 3-8","2018%",48.4
"Onslow County Schools","Stateside Elementary","Math Grade 3-8","2019%",50.1
"Onslow County Schools","Stateside Elementary","Math Grade 3-8","2022%",42.3
"Onslow County Schools","Stateside Elementary","Math Grade 3-8","2023%",38.5
"Onslow County Schools","Stateside Elementary","Science Grade 5&8","2018%",71
